user-id,movie-id,recommendation-score
253,1459,4.5
292,297,3.0
6,1422,3.5
7,2479,4.0
220,879,5.0
64,417,3.0
122,430,4.0
21,715,5.0
42,648,3.0
110,2514,4.0
4,2292,3.5
196,619,4.0
20,470,4.0
288,536,5.0
110,2167,4.5
84,543,4.0
57,1512,3.0
114,1142,5.0
3,1888,1.0
284,409,5.0
107,2877,5.0
224,1893,4.0
6,1802,3.5
111,443,3.0
3,1716,1.0
84,1918,3.0
213,2257,5.0
186,674,4.5
16,315,5.0
7,1598,2.5
18,478,5.0
119,634,4.5
47,340,4.0
0,1588,3.5
140,381,3.5
108,2350,3.0
116,1263,2.0
186,1334,0.5
39,1114,5.0
296,74,4.0
131,1405,5.0
8,89,3.0
172,2714,4.5
52,542,4.0
45,543,3.0
1,1058,4.0
295,2684,4.0
59,679,4.5
118,1320,2.0
130,1002,4.0
146,367,3.5
168,2375,3.5
141,2043,1.0
76,1775,3.5
0,866,4.0
7,2757,4.0
50,357,4.0
95,1279,4.5
81,805,4.0
305,2323,3.0
267,2370,4.5
68,2375,4.0
290,406,3.0
6,1332,1.5
173,1858,3.0
29,1267,1.0
33,1989,4.0
217,2062,4.0
95,1168,5.0
15,1208,5.0
169,759,4.0
12,628,4.5
94,1055,5.0
18,1045,2.0
207,11,3.0
158,1337,5.0
1,1153,4.0
64,2782,0.5
100,360,3.5
31,1272,3.0
87,1573,5.0
0,23,4.5
78,1003,3.0
83,1119,5.0
32,675,4.0
255,147,3.0
8,1480,3.5
25,1215,3.0
196,1718,3.5
58,370,5.0
26,1557,4.0
10,241,3.5
8,443,1.5
297,297,3.0
10,468,3.5
34,2599,3.5
21,751,4.0
75,1338,2.5
22,2026,5.0
253,1332,5.0
230,2932,3.0
144,2303,3.5
69,690,3.5
213,32,4.0
252,2567,4.0
45,1848,4.0
12,1388,3.5
125,224,5.0
9,653,2.0
123,1854,3.0
242,2491,4.5
51,682,4.5
3,1519,2.0
4,136,5.0
23,1278,2.5
57,777,4.0
52,1345,4.0
30,587,3.0
253,290,3.5
261,942,4.5
13,2405,2.5
143,164,5.0
228,1147,5.0
205,765,2.5
3,1408,1.0
7,776,3.0
24,2941,4.0
220,570,3.0
62,425,4.0
70,454,3.0
79,1642,5.0
19,906,3.0
8,1730,4.0
22,559,4.0
51,2801,5.0
52,338,5.0
83,1862,4.0
49,297,3.5
229,1016,2.5
279,1364,3.0
99,821,3.0
13,1303,4.0
264,1358,3.0
88,41,2.5
79,1735,5.0
228,2834,4.0
125,294,5.0
2,767,4.0
108,1462,5.0
77,195,4.0
7,2638,4.0
31,1735,4.0
56,253,3.0
220,868,5.0
16,147,5.0
39,1707,1.0
50,576,4.5
69,1543,3.5
266,1028,3.0
110,359,4.5
117,634,3.0
10,1830,4.0
37,812,3.0
53,1844,3.0
156,2539,4.0
19,786,3.0
218,341,4.0
27,1310,3.0
252,1733,4.0
167,1187,3.5
3,96,3.0
30,452,5.0
134,879,4.5
52,1423,5.0
276,1287,3.5
209,427,4.0
88,1892,4.0
57,879,3.0
27,2123,3.0
238,2246,5.0
49,681,3.5
4,2481,3.0
100,2655,4.0
4,993,4.0
0,848,0.5
68,2012,4.0
2,2701,3.5
25,1770,3.0
134,242,4.0
78,558,4.0
120,756,3.0
12,2581,3.5
217,403,4.5
23,2292,3.0
4,1,2.5
6,2642,2.5
142,768,4.0
230,619,4.0
68,2714,3.5
269,625,4.5
7,630,4.0
42,791,3.0
195,297,3.0
144,2691,4.0
57,110,2.0
276,2516,5.0
44,594,5.0
265,1126,4.0
152,2758,4.0
65,2592,3.0
38,531,3.0
30,1736,5.0
267,363,5.0
0,2563,3.5
1,1297,4.0
10,2193,3.5
169,42,4.0
0,1607,3.5
21,1228,1.0
78,136,3.5
1,1666,2.0
55,2806,3.5
95,1809,5.0
192,552,4.0
25,358,4.0
236,2177,4.0
31,1737,4.0
163,639,4.0
8,367,5.0
44,1827,5.0
4,2514,2.5
185,1798,2.5
3,696,3.0
37,2208,4.0
0,1472,2.5
139,14,3.5
44,1408,3.0
31,1854,4.0
4,2175,0.5
152,363,0.5
174,2874,4.0
26,723,2.0
242,1396,4.0
32,2625,5.0
9,1509,4.0
195,1116,4.0
180,630,4.0
98,1319,2.5
97,2461,4.0
45,361,2.5
9,1264,1.0
55,1317,3.5
261,8,4.0
113,2717,3.0
135,1052,4.0
22,644,4.0
141,2692,4.5
200,370,1.5
12,2656,3.0
267,594,5.0
293,462,5.0
3,595,3.5
75,1476,3.0
164,160,3.0
137,1060,5.0
47,896,3.0
223,812,5.0
117,868,3.0
259,233,4.0
4,2145,3.5
99,2102,2.0
2,681,4.0
99,338,4.5
82,1802,3.5
119,2191,4.5
122,1535,3.0
26,1535,3.0
11,558,4.0
175,868,4.0
28,1230,3.0
8,830,2.0
201,863,3.0
40,938,2.5
103,2473,4.5
263,297,4.0
37,2588,4.0
1,1767,1.0
89,2166,4.5
45,16,4.0
99,467,4.0
192,28,4.0
292,38,3.0
20,168,1.5
195,224,3.0
14,1257,3.5
211,478,3.0
180,363,4.0
166,1577,5.0
5,1497,4.0
102,1002,4.5
210,217,3.0
267,858,4.0
21,1050,4.0
25,1267,4.0
249,2333,3.0
21,1296,4.0
102,2062,4.0
241,546,3.0
302,1803,4.0
86,1003,4.0
172,2888,4.0
33,367,1.5
139,2695,3.5
32,699,4.0
285,252,4.0
162,2124,5.0
99,1365,2.5
97,2414,5.0
4,1741,4.0
75,894,3.5
267,2434,5.0
91,1716,3.0
12,1834,3.0
179,2692,4.5
157,1930,3.5
154,686,4.0
41,302,4.0
153,682,4.0
57,893,2.5
41,1774,3.0
33,709,2.0
34,55,3.5
111,1016,4.0
61,2166,3.0
26,368,4.0
87,142,2.0
36,81,4.0
7,2271,4.0
134,1996,4.5
99,309,2.5
22,1419,4.0
101,2745,5.0
61,2505,3.5
95,1929,5.0
8,255,1.5
6,1148,2.5
8,2230,4.0
35,800,3.5
123,555,4.5
6,2433,1.5
31,765,3.5
136,1457,4.5
31,420,4.0
14,2521,3.0
55,1848,4.0
271,363,4.5
117,976,3.0
61,2452,4.5
225,256,3.0
105,80,3.5
1,1080,5.0
46,655,5.0
8,2015,4.0
243,316,4.0
289,362,3.0
235,2004,4.0
240,140,4.0
3,2952,3.0
19,17,3.0
42,267,3.0
195,1645,1.0
3,40,5.0
49,750,2.5
65,265,2.0
83,1709,3.0
3,2279,0.5
103,2062,5.0
188,148,5.0
42,1751,1.0
163,1114,5.0
35,2723,4.0
78,367,3.0
98,1989,3.5
6,1360,2.5
140,405,2.5
282,159,3.0
292,365,3.0
91,361,3.0
65,1364,5.0
47,768,4.0
181,847,5.0
49,1258,3.5
46,266,3.0
87,184,5.0
35,2816,2.5
114,540,1.0
8,868,3.0
77,839,4.0
37,2324,3.5
174,615,5.0
133,639,4.0
45,2041,4.0
124,1423,4.0
23,1776,2.0
261,1363,4.0
81,999,3.0
263,139,3.0
79,411,5.0
243,1147,2.0
8,40,0.5
186,242,4.0
133,686,4.0
36,640,4.5
23,2328,2.0
53,575,3.5
3,2177,3.5
281,233,3.0
55,110,5.0
0,1693,5.0
8,1260,5.0
48,2725,3.5
14,1767,3.5
129,717,4.0
20,2488,3.5
57,634,4.5
282,234,3.0
141,885,5.0
143,2062,3.5
11,649,4.0
203,644,2.5
168,2791,4.0
80,1918,5.0
10,2332,3.5
174,2007,5.0
152,2607,5.0
5,2051,3.0
147,1552,4.0
69,589,4.0
88,1582,2.5
43,1272,5.0
84,1164,4.0
95,2104,4.0
68,2248,3.0
104,942,2.5
88,1823,4.0
112,2232,4.5
41,1748,2.0
2,2455,1.0
4,732,3.0
127,2618,4.0
81,190,5.0
76,1851,5.0
4,1234,2.0
199,1604,2.0
14,418,3.5
12,1502,3.5
89,1459,4.5
24,2897,4.0
104,1193,3.5
25,1512,5.0
184,681,3.0
79,473,5.0
244,621,2.0
134,2806,4.5
138,2511,3.5
9,701,4.0
26,1623,3.0
61,2062,3.0
289,139,3.0
9,982,4.0
107,2546,3.5
187,233,4.0
240,689,5.0
22,949,4.0
110,2371,4.0
24,2799,0.5
82,2405,3.5
67,790,3.0
125,2366,5.0
33,1287,3.5
187,567,3.0
0,1315,4.0
129,399,4.0
65,2640,4.0
7,1162,4.0
82,2081,2.0
176,784,1.0
223,363,4.0
84,309,4.0
6,2171,3.5
56,107,5.0
74,681,5.0
120,246,3.0
19,722,5.0
3,2424,0.5
23,1924,1.0
0,967,5.0
41,1134,3.0
102,2164,2.0
117,1313,3.0
51,473,5.0
12,1326,3.5
131,467,5.0
63,1818,5.0
81,1297,4.0
108,850,4.5
123,848,4.5
164,477,4.0
195,1740,4.0
132,2737,5.0
28,433,1.0
75,1435,4.0
72,214,2.5
111,163,2.0
32,681,5.0
75,247,3.0
250,644,5.0
93,2153,4.5
140,474,1.0
118,2268,3.5
45,1570,3.5
141,2131,4.0
42,687,4.0
191,746,1.0
5,940,3.0
130,1520,4.0
90,446,5.0
8,836,3.0
7,2440,2.5
3,2504,2.0
18,147,3.0
31,2125,3.5
152,2077,1.0
125,164,5.0
5,1441,1.0
89,757,4.0
142,224,2.0
282,82,3.0
15,326,3.0
2,2057,2.0
236,413,3.0
80,2074,3.0
279,1147,5.0
303,1996,4.5
117,1450,5.0
5,1852,4.0
6,1030,3.0
2,1759,3.0
4,2327,3.5
29,2156,3.0
303,1570,4.5
11,903,4.0
79,492,5.0
0,350,3.0
108,497,4.0
183,96,3.5
227,126,4.5
126,19,4.0
10,1891,3.5
200,822,4.0
41,1877,2.0
260,41,3.0
9,413,3.0
128,1147,3.0
86,245,4.0
84,759,5.0
18,908,2.5
1,570,5.0
108,1297,4.5
32,2842,5.0
141,2695,4.0
72,128,2.0
154,1546,1.0
184,2511,4.5
35,2874,3.0
2,2127,4.5
249,2263,3.5
10,1373,3.5
48,822,4.0
5,1291,4.0
12,47,3.0
91,141,4.0
299,2336,3.0
77,1392,4.0
15,155,5.0
1,983,4.0
120,579,4.0
235,681,2.5
36,709,5.0
12,272,2.5
89,2001,4.0
9,1112,4.0
2,446,5.0
92,868,4.0
30,1345,4.0
41,848,4.0
82,2237,4.5
232,1935,2.5
55,633,5.0
19,641,4.0
2,1137,4.0
175,1034,4.5
43,668,5.0
31,674,4.5
142,682,5.0
4,2933,4.0
52,1302,5.0
80,634,5.0
203,2062,2.0
160,640,4.0
239,1030,4.0
22,1448,5.0
115,2299,3.0
9,1124,4.0
37,1272,3.5
29,1648,3.0
24,2082,0.5
6,224,3.0
150,961,4.0
109,2835,2.5
295,619,4.5
6,2328,2.5
126,9,5.0
66,2013,5.0
0,2208,4.0
27,106,4.5
65,2613,4.0
198,417,4.0
255,2177,4.5
278,1896,3.0
97,1968,3.5
87,549,5.0
47,908,4.0
85,1925,3.0
255,2500,3.5
222,621,3.5
11,934,4.0
272,1251,3.5
110,91,4.5
139,641,4.0
95,1818,3.5
28,466,5.0
29,612,4.0
140,225,3.0
103,1484,4.5
30,1692,2.0
106,245,4.0
155,2368,0.5
296,43,4.0
8,454,3.0
16,1188,3.0
107,1444,4.0
80,165,5.0
4,2252,4.0
124,1216,5.0
3,2695,4.5
123,1520,4.5
301,640,5.0
27,2079,4.0
37,674,4.0
15,2050,4.0
50,995,3.5
0,2752,2.5
188,447,3.0
129,719,4.5
95,2509,4.5
47,184,4.0
297,822,3.5
101,528,4.5
260,383,3.0
67,1007,5.0
219,165,4.0
103,1420,4.0
232,360,4.0
298,2100,5.0
138,2439,3.0
7,1330,2.0
5,2169,3.5
2,2492,3.5
82,2086,3.5
18,2891,4.0
160,1906,4.0
240,199,3.0
30,555,4.0
79,1816,3.0
28,1194,1.0
0,692,4.5
270,680,5.0
48,183,4.5
200,2007,0.5
176,244,3.0
54,1084,2.0
301,724,4.0
137,362,4.0
120,1478,5.0
19,167,4.0
22,1095,3.0
18,17,1.5
24,1664,3.0
99,1634,3.5
210,245,3.0
201,2514,4.5
3,462,5.0
2,1332,3.5
271,155,0.5
40,2546,4.0
186,449,1.0
168,198,5.0
3,1596,4.0
162,2094,5.0
96,1783,2.0
50,972,4.0
210,335,5.0
162,2374,2.5
9,1004,3.0
17,625,5.0
7,2658,4.0
151,1293,4.0
76,367,4.0
74,463,3.0
5,853,2.0
33,2359,3.5
39,972,4.0
108,14,3.5
8,427,1.5
5,159,3.0
152,879,4.0
54,707,4.0
150,1208,3.0
71,927,4.0
85,558,4.0
235,2015,5.0
95,1003,4.0
4,1527,2.0
76,2064,3.5
250,477,2.0
90,1081,4.0
255,1325,4.5
153,437,2.0
157,686,3.5
198,0,4.0
34,2459,3.0
60,1571,2.5
4,2428,4.0
43,2194,5.0
214,2255,4.0
100,640,4.5
260,198,5.0
34,1871,4.0
300,2247,3.0
27,1794,4.0
86,183,4.0
239,2577,3.5
54,2164,3.5
10,788,3.5
246,198,5.0
302,328,5.0
59,844,5.0
26,500,4.0
39,663,4.0
83,2493,3.5
18,1040,5.0
49,1846,3.5
53,2123,3.0
28,346,2.0
5,1156,4.0
19,52,3.0
28,566,3.0
96,422,3.0
91,1544,3.5
28,756,2.0
58,1801,3.0
104,2728,3.5
66,1711,5.0
3,2512,2.0
51,29,3.0
14,2515,2.5
21,1489,4.0
96,673,3.0
4,2129,4.0
174,1162,4.5
51,2557,5.0
120,1094,2.0
1,680,4.0
56,318,3.0
257,175,5.0
121,2615,4.5
9,1903,3.0
8,1624,4.5
16,640,5.0
78,1706,4.5
26,908,4.0
46,284,3.0
6,555,3.5
254,346,3.0
91,121,3.0
49,420,3.5
89,2112,4.5
168,2722,3.0
88,510,3.5
16,1497,4.0
5,1297,4.0
138,2125,4.5
56,668,4.0
127,2455,3.5
47,40,5.0
16,445,4.0
44,1340,2.0
3,1910,4.0
1,1370,4.0
138,2257,5.0
126,735,5.0
36,1529,4.0
8,1853,3.5
4,1097,3.5
82,2248,5.0
217,2198,4.0
159,2473,4.5
27,214,4.5
56,580,5.0
17,18,1.5
145,204,5.0
24,2810,4.0
298,719,4.0
14,2289,3.0
198,190,3.0
168,2494,1.0
13,41,2.0
189,362,4.0
131,644,5.0
68,2396,3.5
68,2810,4.5
41,1888,4.0
153,92,3.0
38,1772,3.5
10,488,3.0
234,1117,3.5
270,466,3.0
59,81,5.0
0,2717,4.0
18,2238,2.5
45,2351,4.0
72,2434,3.0
43,667,5.0
43,2381,5.0
21,1670,4.0
11,1699,3.0
11,2333,2.5
27,198,5.0
239,2488,5.0
116,1905,2.0
25,1061,3.0
24,2748,3.0
131,634,5.0
20,1809,4.0
277,2738,4.0
33,1598,2.5
33,214,3.0
251,1337,4.5
40,1453,4.0
106,2106,4.5
176,640,5.0
129,2483,4.0
29,43,4.0
13,1052,2.0
72,621,5.0
50,1116,4.0
61,570,3.5
46,450,3.0
38,328,4.0
10,1565,3.0
205,809,4.5
66,2035,2.0
82,915,3.5
5,2065,3.0
107,42,3.0
19,113,3.0
65,2275,3.5
12,1425,4.5
50,618,4.0
4,677,4.5
158,924,5.0
78,587,3.5
14,1908,4.0
255,359,4.0
5,687,3.0
229,705,4.0
53,2132,3.0
1,474,5.0
157,2370,3.5
29,1695,3.0
207,417,5.0
189,521,4.0
257,383,3.0
112,1507,5.0
5,1998,5.0
163,11,5.0
25,327,4.0
18,2516,2.5
23,1905,0.5
58,2255,3.5
4,644,3.0
54,1592,3.5
6,731,3.5
182,285,3.0
86,1328,3.0
194,1279,3.0
71,273,4.0
55,225,4.0
72,1851,5.0
248,349,3.0
111,121,4.0
37,2294,4.5
150,1147,4.0
39,1545,1.0
40,1890,4.0
52,1514,5.0
245,1208,3.0
202,798,4.0
29,486,5.0
17,2081,4.0
135,823,5.0
285,103,5.0
266,1648,3.0
92,551,4.0
16,1542,2.0
3,1208,5.0
15,1162,3.0
257,77,3.0
27,2436,4.0
18,1527,2.5
51,419,2.0
67,1202,2.0
14,767,4.0
33,1763,3.0
123,572,4.5
110,336,4.5
246,110,5.0
98,1929,2.0
57,1520,4.0
3,338,5.0
223,596,5.0
155,2921,3.5
29,868,4.0
22,1682,2.0
33,998,2.5
204,1439,5.0
288,1337,4.5
166,1033,4.0
188,184,3.0
11,1193,2.0
221,211,3.0
88,1857,2.0
5,1146,3.0
20,403,2.0
95,1500,4.5
42,1743,3.0
92,2013,4.5
167,1802,2.0
5,1299,2.0
185,391,4.0
54,224,4.0
73,1839,5.0
69,218,3.5
174,363,5.0
67,1104,4.0
221,328,4.0
27,742,4.5
14,2559,2.0
2,742,4.0
9,557,2.0
231,182,3.0
17,672,3.5
200,1512,4.5
87,1131,2.0
14,1598,3.5
67,521,5.0
54,626,3.5
225,242,5.0
71,1343,1.0
169,675,4.0
124,417,5.0
101,2884,5.0
206,359,4.0
141,2729,3.5
37,419,3.5
26,742,3.0
5,2233,3.0
21,714,5.0
58,848,3.5
42,1025,2.0
136,2822,5.0
1,329,5.0
39,580,4.0
4,2404,5.0
211,1818,5.0
4,1334,3.5
0,2736,3.5
189,285,3.0
142,171,4.0
21,234,4.0
223,184,5.0
106,98,3.0
214,885,2.0
52,575,5.0
13,2628,5.0
294,446,4.0
136,617,5.0
219,2062,4.0
62,2101,4.0
233,2866,3.5
24,1307,3.5
140,2593,4.0
25,225,4.0
46,40,5.0
91,982,5.0
29,607,4.0
199,1050,2.0
27,2456,3.0
11,209,4.5
253,204,4.0
148,2013,5.0
102,2274,3.0
169,2232,4.5
32,2714,4.0
20,416,4.0
36,503,4.0
46,119,3.0
6,228,2.5
54,2863,4.5
17,446,5.0
1,1339,3.0
168,2166,3.5
5,969,4.0
59,466,4.5
34,821,4.0
8,2004,5.0
90,1616,5.0
130,541,3.0
23,1101,3.0
47,242,3.0
136,2887,4.0
28,1564,3.0
26,1794,2.0
14,2690,3.0
160,1769,4.0
8,1882,3.5
172,2248,4.5
17,1358,2.0
59,1298,5.0
137,1384,4.0
181,894,5.0
7,2051,3.0
111,899,4.0
2,626,4.0
37,879,4.5
296,396,5.0
302,1235,4.5
48,986,3.0
276,2489,5.0
0,1945,1.0
1,1152,4.0
28,966,5.0
178,2209,4.0
109,2935,3.0
26,1759,4.0
18,1177,1.5
242,2294,3.5
16,92,3.0
133,219,3.0
14,2102,3.5
46,110,3.0
151,668,4.0
187,297,4.0
4,168,4.0
25,774,4.0
0,647,4.0
2,527,2.0
238,1658,3.5
31,2477,2.5
222,338,3.5
105,2432,3.0
58,360,4.0
49,1139,3.5
289,155,2.0
33,2442,4.0
195,338,3.0
26,356,3.0
19,1216,5.0
62,1920,5.0
42,137,3.0
1,1737,5.0
171,656,3.0
3,273,2.5
7,2506,3.0
110,1329,4.5
26,1646,3.0
63,417,3.0
62,1278,4.0
284,80,5.0
165,752,3.0
73,2284,3.5
197,160,5.0
149,1287,5.0
241,708,4.0
2,942,3.0
125,2445,4.0
86,946,4.0
212,1683,1.0
23,628,3.5
28,624,5.0
16,1569,4.0
93,1839,4.5
63,1018,4.0
86,773,3.0
5,1706,4.0
42,795,2.0
71,1631,4.0
89,863,5.0
179,2742,5.0
188,152,3.0
230,675,5.0
5,678,3.0
49,1916,4.0
91,2004,4.5
123,2370,5.0
49,856,2.0
124,606,3.0
47,1420,4.0
134,2625,5.0
100,0,3.0
11,643,3.0
242,439,4.5
31,392,2.5
42,1372,5.0
58,986,4.0
60,2582,4.0
168,183,4.0
14,835,3.5
43,1983,4.5
299,2691,3.5
305,2885,3.0
34,1890,4.5
28,240,1.0
14,2120,4.0
11,2217,3.0
139,1649,2.5
183,458,5.0
4,2479,4.0
113,324,3.0
7,2826,3.0
99,767,3.0
17,2504,2.5
13,2234,1.5
44,427,3.0
6,620,4.0
11,802,3.0
50,1620,5.0
38,403,3.0
18,1636,3.0
40,825,3.5
20,2138,2.0
0,304,2.0
149,1374,3.0
7,2246,3.5
13,2883,2.0
194,1149,3.0
9,1681,3.0
182,168,3.0
243,492,3.0
130,204,4.0
74,558,3.0
111,440,3.0
3,2137,2.0
10,1965,3.5
196,686,4.0
57,164,4.5
267,1906,4.0
18,1865,1.5
130,1901,2.0
156,1986,4.5
2,2080,4.0
95,2762,4.5
15,653,4.0
158,1086,4.0
0,2256,3.0
27,883,4.0
4,2645,3.5
26,1636,4.0
54,2424,4.0
149,1312,4.0
8,885,4.0
195,121,4.0
138,644,4.0
135,1358,5.0
267,2627,4.0
3,2155,0.5
81,844,4.0
150,561,4.0
107,2898,4.0
212,2443,3.0
56,463,5.0
111,1028,3.0
97,2599,3.0
84,1793,3.0
34,2714,4.5
225,403,5.0
123,160,2.0
110,704,5.0
106,336,4.0
3,1320,1.0
20,1948,3.5
76,2198,5.0
143,1965,5.0
11,370,4.5
202,273,3.0
151,1551,3.0
210,178,3.0
289,160,2.0
3,2300,1.5
0,2492,3.0
4,619,5.0
45,1140,4.5
95,2384,5.0
162,2439,4.0
290,995,4.0
97,2516,4.0
9,2057,3.0
125,686,5.0
130,1455,3.0
72,1001,4.0
219,2143,3.0
270,694,4.0
60,2327,2.0
96,198,3.0
88,914,4.0
5,615,5.0
47,536,4.0
269,459,3.5
141,2359,3.0
1,1006,4.0
99,863,3.0
147,990,4.0
97,1996,3.0
4,2951,4.0
1,1251,3.0
31,1899,3.5
0,893,4.0
24,2543,0.5
62,1288,4.5
172,2898,1.5
105,2638,2.0
27,874,4.5
70,2466,2.0
22,563,4.0
81,1065,3.0
128,633,3.5
59,1829,4.0
22,1325,4.0
46,533,5.0
34,767,4.0
194,2793,3.0
168,2551,4.0
239,2112,3.5
240,743,4.0
236,728,4.0
204,245,5.0
18,2379,3.0
82,999,3.0
69,2167,0.5
19,349,4.0
157,822,4.0
206,918,4.0
204,164,5.0
30,1919,4.0
15,462,5.0
7,2819,3.0
71,996,4.0
82,230,4.0
25,1852,4.0
45,1251,4.0
121,2100,4.0
278,363,4.0
178,2577,3.5
221,196,1.0
11,775,3.0
14,528,3.0
179,2496,4.5
62,1686,1.0
43,2503,3.0
64,1683,3.5
29,680,3.0
86,1309,3.0
62,1908,2.5
6,1718,4.5
10,2117,4.0
91,2125,3.5
53,1925,0.5
12,446,5.0
235,1395,4.5
51,946,4.0
80,206,3.0
247,223,2.0
212,458,3.5
280,2868,4.0
102,1844,2.0
12,724,3.5
114,662,4.0
149,639,3.0
15,1367,4.0
6,2041,3.0
176,98,3.0
105,1162,5.0
0,1507,3.5
27,644,4.5
15,2172,4.5
29,474,4.0
40,2584,4.0
56,728,4.0
3,1772,4.0
255,2529,4.5
136,2629,3.0
127,2584,5.0
69,2143,3.0
226,1801,5.0
15,310,4.0
43,476,5.0
250,1260,4.0
135,26,4.0
1,343,2.0
56,503,4.0
22,1540,3.0
88,604,4.0
35,2556,2.5
25,1010,4.0
137,1476,4.0
55,2669,4.0
27,2127,4.5
22,730,3.0
32,2320,4.0
67,1056,5.0
116,1332,3.0
188,356,3.0
131,1352,4.0
179,1287,5.0
10,272,3.0
2,1413,3.0
62,137,2.5
145,309,3.0
79,470,5.0
120,338,3.0
21,1016,4.0
238,1148,3.5
57,982,4.5
33,756,2.0
41,1909,3.0
188,287,4.0
33,763,1.5
224,1485,4.0
49,617,4.0
126,1066,3.0
117,615,5.0
69,879,3.0
46,19,3.0
114,1328,1.0
93,634,5.0
108,946,4.0
40,2234,3.0
252,1706,5.0
234,626,3.0
220,1542,4.0
30,1210,4.0
192,6,4.0
84,704,4.0
15,1540,4.0
143,2503,4.0
260,80,5.0
255,2339,3.5
5,658,4.0
295,615,3.5
22,364,5.0
89,213,4.0
46,75,3.0
31,993,3.5
32,834,4.0
251,1303,5.0
150,315,3.0
20,1292,2.0
260,357,4.0
178,2162,3.5
271,1800,4.0
31,1277,3.0
54,2542,3.5
14,164,4.0
149,411,4.0
21,412,4.0
100,2791,4.0
32,1026,4.0
77,851,4.0
60,2692,2.5
79,502,5.0
0,559,5.0
54,1528,5.0
4,2726,3.0
52,681,4.0
187,96,5.0
34,992,3.0
200,309,3.0
24,1717,2.0
153,760,1.0
97,2323,3.5
252,617,3.0
22,966,5.0
290,1833,2.0
37,1880,3.5
11,107,4.5
209,992,5.0
130,805,4.0
22,580,5.0
126,619,5.0
248,300,3.0
141,2696,5.0
132,2160,4.0
148,1322,3.0
67,2085,4.0
80,1874,5.0
180,1437,5.0
47,1208,4.0
20,993,4.0
37,32,3.5
4,819,4.0
3,2723,1.0
154,937,2.0
31,1010,4.0
152,2663,2.0
186,2072,4.0
14,2153,3.0
91,1291,3.0
14,2471,3.0
165,540,4.0
91,1109,3.5
19,1073,3.0
28,365,5.0
99,1631,4.5
50,1845,3.5
42,1615,2.0
151,34,4.0
56,579,4.0
173,1818,3.5
29,1182,1.0
116,1908,5.0
4,1687,4.5
117,858,4.0
3,2634,3.5
161,890,5.0
7,2688,4.0
31,1666,2.5
2,1575,3.0
76,793,4.0
41,870,2.0
164,1205,2.0
182,230,3.0
106,2013,5.0
113,1378,4.0
2,1472,4.0
43,2586,4.0
299,2681,4.0
72,2177,3.0
290,1330,5.0
52,40,4.0
148,456,3.0
84,593,4.0
76,362,3.5
12,805,3.0
12,994,3.5
15,498,5.0
233,1016,3.0
25,1395,3.0
6,2348,2.5
36,2251,5.0
72,2686,4.5
172,1888,4.5
88,2223,4.5
281,165,3.0
1,1247,5.0
50,1422,1.5
4,2454,3.5
114,735,3.0
300,316,4.5
26,417,3.0
41,634,5.0
213,328,2.5
191,1471,5.0
24,2458,3.0
48,2887,4.0
0,1508,3.0
16,1360,4.0
218,285,3.0
137,1906,4.0
131,759,5.0
27,2004,4.0
4,834,3.5
242,879,3.5
231,319,4.0
47,70,2.0
26,589,4.0
99,2659,4.5
108,1970,3.0
39,563,4.0
32,2013,4.0
93,2571,4.0
44,1288,3.0
258,1281,0.5
247,147,3.0
99,19,3.5
88,1939,2.5
168,915,3.5
188,374,4.0
210,366,3.0
110,707,4.5
288,656,5.0
22,293,5.0
123,40,4.5
66,1890,5.0
1,1076,4.0
15,75,4.0
220,1853,5.0
264,1519,3.0
71,1329,4.0
305,2177,2.5
12,1706,4.0
0,98,2.0
105,519,4.0
291,975,3.5
56,737,4.0
44,1396,3.0
65,1256,4.0
3,649,4.0
41,1604,4.0
290,1613,3.0
45,890,3.5
61,214,2.5
61,1123,3.0
214,2131,3.5
63,1453,5.0
5,425,4.0
52,1478,5.0
98,2198,4.0
105,1378,3.5
49,864,0.5
263,357,3.0
32,141,4.0
21,1308,5.0
183,23,4.5
161,309,1.0
72,1303,3.5
28,1286,3.0
49,1480,3.5
199,701,4.0
11,2261,3.5
112,477,4.5
273,110,2.0
50,1043,3.5
52,1069,5.0
91,357,3.5
89,1744,5.0
35,2430,3.5
264,1500,5.0
43,1843,4.0
76,835,3.5
34,2274,3.5
16,620,4.0
70,2762,4.0
16,847,4.0
2,1912,5.0
213,707,4.0
276,1955,4.0
64,2722,3.5
70,1207,4.0
19,1378,5.0
70,2411,3.0
20,1016,3.5
72,1145,4.0
118,2013,4.0
7,443,2.0
81,756,3.0
39,688,4.0
52,692,5.0
195,403,4.0
275,128,1.5
244,417,2.0
7,38,3.0
62,2083,4.0
10,1873,2.0
87,0,5.0
157,885,2.5
55,2714,4.0
38,2320,4.0
27,1646,4.0
74,672,4.0
258,356,4.0
80,1148,4.0
241,23,5.0
14,2192,3.0
5,2019,4.0
6,596,3.5
0,633,5.0
7,2422,2.5
18,2011,1.5
40,2466,2.0
29,1529,4.0
2,615,5.0
150,473,4.0
31,1453,3.0
129,361,4.5
150,1216,3.0
1,169,2.0
26,287,3.0
79,1813,4.0
9,1930,5.0
21,1309,3.0
282,139,3.0
54,2439,3.0
83,1842,3.0
2,1373,3.0
250,973,5.0
283,284,3.0
1,1700,5.0
56,535,3.0
202,904,3.0
147,1476,2.0
90,1542,4.0
7,2045,4.0
20,55,2.0
178,2607,3.5
68,2439,4.5
67,883,2.0
9,2102,1.0
